filename,zero_crossing_rate,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,beat_per_minute,rolloff,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19
door-64,0.17845662434895834,0.7387746757205084,0.08710482716560364,4605.38012282563,3455.4045186797157,184.5703125,8940.675659179688,-125.03711538165113,8.64580831130779,13.566158170362558,12.854883434508656,12.228327361432756,10.607343513081803,8.855520114716475,7.58532359627897,6.673928178688366,6.104456393642331,5.193630523274623,4.803750497939822,3.4021190575964915,3.8268442586908606,4.193780313103773,3.9072242871925114,3.5657099172366618,3.1743533191870985,3.387417750132257,2.9282059505853795
door-5,0.34378662109375,0.5268176872370526,0.0912383571267128,4779.182077691031,3008.7215797363738,161.4990234375,8380.543212890625,-89.30747269291533,-7.190893080955253,-15.290328990409622,5.47096026304703,-1.2130287755817983,6.560600653892148,-3.7807993536382156,-0.190445149231536,2.3650947212900304,1.8406240053797525,-2.3198775367604743,0.9260648939875742,9.36624467944373,-1.9682084769507278,-1.5806928022862836,6.204311123037429,1.4956434520894988,-1.087502326881085,4.058507551317876,2.7428367238950457
door-10,0.218096923828125,0.5473048503264909,0.06952939182519913,4275.10783975812,3204.5821946413103,198.76802884615384,8289.5654296875,-113.72359952278512,21.108072274368606,-7.526641821139675,0.5508026804039106,4.687503966442011,-0.6428168867066468,-7.51396456574518,0.1644218191156813,2.2450185158003566,1.6625083164582897,2.9288713557740325,-2.022211402630701,-1.928445928647203,0.9488972204965777,1.7114284870045324,4.696764702073699,3.8088332462427688,5.665408659494972,5.482127410157641,1.5449201430097488
door-31,0.0003662109375,0.8071553955956846,0.22550471127033234,4304.852465702317,3590.1990493698404,107.666015625,8874.90966796875,-79.3867825226463,3.574838666289282,3.6901229619348377,4.548884927723254,4.619759324853924,3.5929608952120335,3.820029384281901,3.751736621280536,3.4036183069525974,4.02161237189683,4.410846667339317,4.019805118381265,4.209576834830722,3.893922764674561,2.8760226770877693,3.0458082579115895,3.496704396332702,4.2061937309630855,4.638759083543003,4.798995196117113
door-57,0.007611083984375,0.7938442697499855,0.25971344113349915,4365.405080878246,3582.1403542502153,117.45383522727273,8909.048767089844,-54.640484767284505,6.097117445006929,9.556327884485528,8.043823780719565,6.35586234379357,5.235316857427239,3.4321991230656335,3.281751574057061,3.347619255976098,2.3822618272656952,3.214080194742258,3.9974988827293116,3.9171199209144816,3.775016997994614,3.5192313992655033,3.79469626522062,3.9498871620819282,4.4707917754444395,3.910007847315811,3.8909253483909274
door-60,0.34185587565104164,0.6389819704658382,0.03955768793821335,4355.229671540296,3184.2214300937007,107.666015625,8362.329711914062,-162.1052687357691,36.926835102079195,2.4521167991345476,-11.758399165906875,-6.2584141912963425,0.5084154936776016,2.808086533572298,2.655238385041822,3.828880263572709,3.693180642289654,0.4700688150935927,-0.6630463180800423,2.1683588158186806,3.6586665777749,1.6689822910902343,-0.9458485059702629,-1.2136623202725412,-0.3646168161589919,-0.12477256009919631,-0.2857225286827595
door-50,0.353619384765625,0.6685077977582355,0.07045888155698776,5129.391911817771,3067.3506215395364,143.5546875,8666.441345214844,-117.82118789736082,-9.06818179307284,-0.9654785848127507,6.3333916228626,-4.865678267449913,8.22261943717657,-5.198376236329923,2.704652623842592,3.393323877454996,0.7521879158748871,-0.03241260315089581,2.4408709308808665,3.526455816805436,-0.006516957688961966,1.8221265062352585,4.05613782277508,4.149250191523054,-0.8163876544400156,-1.1368357490675614,1.1590091056152427
door-15,0.29466349283854165,0.6834308234980363,0.10053922235965729,4422.368401389846,3323.568625409586,198.76802884615384,8602.424926757812,-80.87636223969334,29.524708577374057,13.759748153520555,9.639958815435307,8.690380157617863,7.027535679767985,5.363806589518603,4.508120883147706,3.883003141158463,2.062619380146158,0.6282420026474039,0.825269175981952,0.8001661638836379,-0.056086636165774986,-2.184081837503523,-2.0922628564936536,-0.18290820178811598,1.1757636561321487,1.3785888312265997,1.6168850866969058
door-27,0.03056640625,0.7323084786967614,0.15980608761310577,4217.949050861189,3515.2687229260455,129.19921875,8760.379943847656,-89.48256702755558,11.51575326866336,-0.49074927924528994,-0.2269955682464508,2.842849508637005,2.5542637061478737,4.085408586817939,5.576575463060449,5.288714324971849,3.5455107137405766,4.547830710249292,5.515161169623415,2.9644492819944754,2.2702858067724025,3.2459314115519415,2.3482339144682998,1.0502981785644394,2.9327953038896997,3.100176063182992,4.48965319381791
door-6,0.37246907552083336,0.4866008430755804,0.06526832282543182,4921.005431905136,3102.4162342357236,135.99917763157896,8764.910888671875,-126.48192573149326,-2.718755330690352,-10.616996075217124,0.6613347806120645,0.9645137135532921,4.253656403748377,-3.6525553410903653,-6.09740487077392,-0.4977539367441581,2.9081926208051962,1.2098947216380935,-0.27457882717231263,0.3764215017595743,1.0331417268362693,0.9314051953046201,2.4392081419860188,0.07868431294036457,-2.6143211805584756,-0.1652056233228656,0.6487919687727458
door-23,0.21991373697916666,0.7823706065517891,0.12027033418416977,4627.533898427526,3432.72229062842,99.38401442307692,8948.302001953125,-99.6879025145856,8.855837230430497,12.206305741323922,10.668730756098945,8.529730538791082,6.460178252601019,5.031393912567398,4.224009908309932,4.374746578706292,4.185029504521606,4.691874156947799,4.676512630943173,4.138231299065289,4.329331305557543,4.065588630616172,4.575451041523748,4.164408537772345,3.363931641656365,3.088517099375549,2.60592085772628
door-78,0.0065348307291666664,0.738363747485745,0.20238055288791656,4115.496426937015,3577.9442248511796,123.046875,8730.054016113281,-78.46596737151552,17.727037700714387,10.941813017403945,3.663206392825505,2.348410358762321,3.71671167212518,4.744309815828558,5.153719933963154,4.047429211321538,3.7675662987311282,3.737322276000645,2.9846034007296023,3.2394391680707733,3.4492402461140212,1.905044382447376,2.1916963481379823,2.8058133787458623,2.8052561944326024,2.342207945531079,1.4879581976355936
door-45,0.157501220703125,0.7090240225411125,0.07209426909685135,4205.675742644152,3463.7896060067005,198.76802884615384,8653.700866699219,-136.47389635788252,27.85369511320658,19.32664080749405,12.181191930330622,9.749135961694856,8.805726620627194,7.444259860884007,5.96593159126647,5.3395887423005455,4.9700036325434,4.516639884425882,5.214011994202879,5.4179607411801936,4.660004835110346,5.098381187216336,5.150520640337152,4.1943193488710415,2.9589454421858528,1.627110513061996,1.2653022907822868
door-63,0.38614298502604166,0.6977873773897233,0.046846285462379456,4885.56043028124,3252.1279623751598,135.99917763157896,8919.546203613281,-160.5267198714929,13.835726226297352,7.4091974398689935,3.7585423745445414,4.648691609492146,2.924110011669842,2.394504132834548,3.2715301736989146,3.574711653866856,3.7199260100964664,2.6827785171231167,3.274150041406517,2.393144480210272,1.5869728794143967,2.1232511484976717,1.641148359916143,0.628174436300059,0.7537769925463859,0.725344924225923,0.7066994395636624
