filename,zero_crossing_rate,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,beat_per_minute,rolloff,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19
door-64,0.181134033203125,0.7383298625097509,0.09023772925138474,4574.819520588303,3445.0968941287033,103.359375,8906.177673339844,-125.36760823397165,8.838622824740874,12.709554357696277,11.79696208016236,11.377647820563846,10.962105235754212,9.235497036951585,7.745942728210343,6.571367382472689,7.197161398989912,6.7607622575133535,5.92316353341722,4.76543221103908,3.630054606292978,4.039240291916472,4.288779229060688,2.757592558246737,2.4936813569850145,2.0168454780273537,1.8633816428554013
door-5,0.348712158203125,0.521997609239321,0.09219829738140106,4786.5301503071305,3010.615112717911,172.265625,8369.821472167969,-88.81331726791537,-6.593491864042582,-14.799971717779055,5.511454972197722,-0.9254654366280135,6.437046715509386,-4.0128319084935375,-1.443353750743533,1.8695469449376758,0.8844402972038943,-3.115947516300668,0.43385195536006194,8.565344654161606,-2.6278672113187005,-2.8311031607040897,6.713129728485086,2.003796603029978,-1.1223673323691046,3.1539317443312513,2.7274163727824785
door-10,0.20923665364583333,0.5519445768596175,0.07174066454172134,4271.333998405317,3200.023983585589,161.4990234375,8255.291748046875,-115.10625944030873,20.121975921373906,-7.03126876630163,0.8042280612132747,3.8424450761254905,-0.42080007001387104,-8.044484639266884,0.1883410021261503,3.091940641683503,2.081046212364968,3.008494248338274,-1.8239147070392734,-2.259705734246033,0.35574652573934634,0.9836808040088768,4.235640162993734,3.611130368613557,4.433159460428229,4.7245856578761956,0.34688629530218357
door-31,0.00043538411458333336,0.8054149158314399,0.2298407256603241,4288.370853625134,3588.997831090428,112.34714673913044,8875.806884765625,-77.84951723736134,4.074037636505905,3.8625861102313612,4.515881408424154,4.581015982534697,4.139827035931044,4.321094296112657,3.8465017443790566,3.4133277305085894,3.740641315331436,4.328962738037301,4.118653487718623,3.6306651466717077,3.8721711016125946,3.6312507764459827,3.273043882097624,3.6945799156988963,4.354671706186095,4.203796345137575,4.754608007472269
door-57,0.007918294270833333,0.7925145332913967,0.2640286386013031,4359.268637236691,3588.730936223833,112.34714673913044,8920.892028808594,-54.972621664274484,5.373000489568724,8.969382950025125,8.502832090013483,6.663242184256823,4.06971901228834,3.126891630825737,3.5268794417103284,3.9963331199846466,3.606314397532604,3.9984602130109965,3.6688941486193047,3.755061329312404,3.7299385841059847,4.248071816029781,4.3381153856068835,4.466689307494217,4.632413401249658,4.671224625749427,4.3699142463793
door-60,0.3372802734375,0.6528700490216048,0.04006548225879669,4339.147267838211,3184.946626197467,107.666015625,8340.303039550781,-161.62870151267586,37.526565516877255,3.366946709743319,-10.805167055758075,-5.991295587630367,0.5350518138587286,2.6547134944726642,2.0500490822447976,4.708485826555282,4.772757434063254,1.6064257042919607,-0.11661737420339795,2.2890743936514943,3.7990086880956317,1.3459266221163408,-1.3711297036221448,-1.9903259291586533,-1.0532560491809053,-1.0683074932149959,-0.29339115003735355
door-50,0.3626953125,0.6739109002012461,0.06876304745674133,5122.316151559103,3059.9225457156917,112.34714673913044,8653.83544921875,-117.72322857819329,-8.72494736535675,-1.3897281795862457,6.362917419591757,-5.245135619941787,7.658200609629944,-6.315611309155047,2.174541192303121,3.6602736539846186,1.0578496338068075,0.24824219441999382,2.1488108441421514,2.8705396624867365,0.13275350044773807,2.3128737548716685,4.386843337641552,3.603596170466704,-1.0547175547495067,-1.7509709880556368,1.5865161905363871
door-15,0.300091552734375,0.6828840658883678,0.09837492555379868,4468.4392333672195,3322.505160921029,198.76802884615384,8625.976867675781,-82.28572083156301,28.37291495042953,13.188947636705203,8.915268637764798,8.204592177229879,6.209385494247289,3.8092394864265833,2.8767634512009894,3.1738982259906603,2.4377459025039223,1.2095905346723768,0.586103184850865,0.3833899407160605,-0.5699791678214247,-1.4477699529560042,-0.711849938961178,0.28092065069173866,1.1653782419296275,2.4040548055827182,2.21739126688214
door-27,0.02919921875,0.7252739797516307,0.16086649894714355,4193.722126283277,3512.7940479466865,86.1328125,8729.291381835938,-88.66560791509136,12.57133528525457,-0.34923775811934377,-0.7023423359935166,1.9691184020626793,2.2957306089424443,4.36425880331768,5.300337485044887,4.625590674994056,4.684647115626286,6.171254581504831,6.447228122734744,3.0350218613534077,2.6261156194236177,2.8071462882501588,1.8016416934752721,0.7463772919981805,2.5536127010368537,2.7445606430650558,3.8413752245309425
door-6,0.37023518880208334,0.48212052025409846,0.06788735091686249,4890.043175284157,3096.8810963449255,123.046875,8734.898986816406,-125.73991402813739,-2.5434232466257045,-11.484140676828712,0.40720996240777285,0.39087848572544753,4.041837737186096,-2.9904994302675885,-5.003605319553215,0.31744797698942584,3.473979221334593,2.113625139897439,0.1823268815444372,0.49777254686494055,0.8846365715383634,1.5901583632769245,2.858139344501248,0.49459811928347613,-1.3162523664207104,0.17673183638239595,0.8861190551623179
door-23,0.21149088541666666,0.7820631182775388,0.11916833370923996,4623.338929144996,3443.911584240987,184.5703125,8975.263366699219,-99.5143193939655,9.798581968061686,12.541633760497184,9.861397362350699,8.015999494870394,6.952398870940459,4.82037412055106,2.4515210353293897,2.6557411879997948,3.6549637383828046,4.098076161942573,4.2147363765497605,4.385031374083646,4.75904786594259,4.265574601758522,4.080483418177579,4.411588177152721,4.232357568147458,3.4241464389584517,3.165165942122731
door-78,0.007010904947916666,0.7411127407559706,0.1995452493429184,4123.172972429104,3572.1899880636947,117.45383522727273,8734.854125976562,-77.40103083023706,17.783220253378623,10.164622588163063,3.412868259570977,2.409961690910765,3.953143022498359,4.765482057893281,4.303686467214039,3.9777246288804236,3.854245848402512,2.2992449268960664,2.1982832220111086,4.197562125125203,3.736507445789388,2.288942022982339,1.5412275264966633,2.6951154011752996,3.0217623888439817,2.7288573012107116,2.2146163049730014
door-45,0.19007364908854166,0.7138671157759892,0.07140734791755676,4239.888474620829,3451.8268512298896,103.359375,8662.359008789062,-136.5897039083189,28.033148546830798,19.315740887017167,11.46278327219516,9.868082687442856,9.075222528465702,7.783974540222973,5.935955490150979,4.912393537736006,4.653365194772902,4.650929716482649,5.248697564328364,4.9196979710791,4.486865207468524,4.372275157632058,4.815297300416603,4.34348869568471,3.7334336507919033,2.6953532364535304,1.2601793023911738
